draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1965,11,5,Cin,Dick,Maile,,Louisiana State,N
1965,11,6,LAL,Bob,Andrews,,Alabama,N
1965,12,1,NYK,Steve,Trupin,,Yale,N
1965,12,2,bal,Walt,Sahm,,Notre Dame,N
1965,12,3,PHI,Dan,Anderson,AnderDa01,Augsburg,N
1965,12,4,StL,Elton,McGriff,McGriEl01,Creighton,N
1965,12,5,Cin,Robert,McCollough,,Benedict,N
1965,13,1,NYK,Dennis,McGovern,,Rhode Island,N
1965,13,2,bal,Joe,Ramsey,,Southern Illinois,N
1965,13,3,PHI,Rich,Parks,,Tulsa,N
1965,13,4,StL,Mel,Northway,,Minnesota,N
1965,13,5,Cin,Oliver,Jones,,Albany State (GA),N
1965,14,1,bal,Jerry,Rook,RookJe01 ,Arkansas State,N
1965,14,2,PHI,Jack,Morgenthal,,Houston,N
1965,14,3,StL,Terry,Page,,Detroit,N
1965,14,4,Cin,Larry,Franks,,Texas,N
1965,15,1,bal,Dave,Hicks,,None,N
1965,15,2,PHI,James,Pitts,,Georgia,N
1965,15,3,StL,George,Pomey,,Michigan,N
1965,15,4,Cin,Ronald,Scharf,,Georgia Tech,N
1965,16,1,bal,Bunk,Adams,,Ohio,N
1965,16,2,PHI,Larry,Rafferty,,Fairchild,N
1965,16,3,StL,Bob,Tolan,,Eastern Kentucky,N
1965,16,4,Cin,Willie,Porter,PorteWi01,Tennessee State,N
1965,17,1,bal,Roger,Taylor,,Illinois,N
1966,1,1,NYK,Cazzie,Russell,RusseCa01,Michigan,N
1966,1,2,Det,Dave,Bing,BingDa01 ,Syracuse,N
1966,1,3,SFW,Clyde,Lee,LeeCl01  ,Vanderbilt,N
1966,1,4,StL,Lou,Hudson,HudsoLo01,Minnesota,N
1966,1,5,bal,Jack,Marin,MarinJa01,Duke,N
1966,1,6,Cin,Walt,Wesley,WesleWa01,Kansas,N
1966,1,7,LAL,Jerry,Chambers,ChambJe01,Utah,N
1966,1,8,Bos,Jim,Barnett,BarneJi02,Oregon,N
1966,1,9,PHI,Matt,Guokas,GuokaMa01,St. Joseph's (PA),N
1966,1,10,Chi,Dave,Schellhase,SchelDa01,Purdue,N
1966,2,1,NYK,Henry,Akin,AkinHe01 ,Morehead State,N
1966,2,2,Det,Dorie,Murrey,MurreDo01,Detroit,N
1966,2,3,SFW,Joe,Ellis,EllisJo01,San Francisco,N
1966,2,4,StL,Dick,Snyder,SnydeDi01,Davidson,N
1966,2,5,bal,Neil,Johnson,JohnsNe01,Creighton,N
1966,2,6,Cin,Jerry,Wells,,Oklahoma City,N
1966,2,7,LAL,Henry,Finkel,FinkeHe01,Dayton,N
1966,2,8,Bos,Leon,Clark,,Wyoming,N
1966,2,9,PHI,Bill,Melchionni,MelchBi01,Villanova,N
1966,2,10,Chi,Erwin,Mueller,MuellEr01,San Francisco,N
1966,3,1,NYK,Stewart,Johnson,JohnsSt03,Murray State,N
1966,3,2,Det,Oliver,Darden,DardeOl01,Michigan,N
1966,3,3,SFW,Steve,Chubin,ChubiSt01,Rhode Island,N
1966,3,4,StL,Tommy,Kron,KronTo01 ,Kentucky,N
1966,3,5,bal,Dave,Wagnon,,Idaho State,N
1966,3,6,Cin,James,Ware,WareJi01 ,Oklahoma City,N
1966,3,7,LAL,John,Block,BlockJo01,USC,N
1966,3,8,Bos,Gary,Turner,TurneGa01,Texas Christian,N
1966,3,9,PHI,Don,Freeman,FreemDo01,Illinois,N
1966,3,10,Chi,Ed,Bodkin,,Eastern Kentucky,N
1966,4,1,NYK,Lee,DeFore,,Auburn,N
1966,4,2,Det,Jeff,Congdon,CongdJe01,Brigham Young,N
1966,4,3,SFW,Steve,Vacendak,VacenSt01,Duke,N
1966,4,4,StL,Bob,McIntyre,McIntBo01,St. John's,N
1966,4,5,bal,George,Peeples,PeeplGe01,Iowa,N
1966,4,6,Cin,Charles,Schmaus,,Virginia Military,N
1966,4,7,LAL,Archie,Clark,ClarkAr01,Minnesota,N
1966,4,8,Bos,John,Austin,AustiJo01,Boston College,N
1966,4,9,PHI,Ken,Wilburn,WilbuKe01,Central State (OH),N
1966,4,10,Chi,Jim,Williams,,Temple,N
1966,5,1,NYK,Ron,Jackson,,Clark,N
1966,5,2,Det,William,Pickens,,Georgia Southern,N
1966,5,3,SFW,Tom,Kerwin,KerwiTo01,Centenary,N
1966,5,4,StL,Dick,Nemelka,NemelDi01,Brigham Young,N
1966,5,5,bal,John,Beasley,BeaslJo01,Texas A&M,N
1966,5,6,bal,John,Jones,JonesJo01,Louisiana State,N
1966,5,7,Cin,Rick,Parks,ParksRi01,St. Louis,N
1966,5,8,LAL,Stan,Washington,WashiSt01,Michigan State,N
1966,5,9,PHI,Tom,Duff,,St. Joseph's (PA),N
1966,5,10,Chi,Larry,Humes,,Evansville,N
1966,6,1,NYK,George,Fisher,,Utah,N
1966,6,2,Det,Carroll,Hooser,HooseCa01,Southern Methodist,N
1966,6,3,SFW,Jim,Pitts,,Northwestern,N
1966,6,4,StL,Lonnie,Wright,WrighLo01,Colorado State,N
1966,6,5,bal,Jeff,Newman,,Penn,N
1966,6,6,Cin,Steve,Cunningham,,Western Kentucky,N
1966,6,7,LAL,Keith,Thomas,,Vanderbilt,N
1966,6,8,Bos,Charlie,Hunter,,Oklahoma City,N
1966,6,9,PHI,Red,Robbins,Robbiau01,Tennessee,N
1966,7,1,NYK,Mike,Dabich,DabicMi01,New Mexico State,N
1966,7,2,Det,Ted,Manning,,North Carolina College,N
1966,7,3,SFW,Lon,Hughey,,Fresno State,N
1966,7,4,StL,Jay,Neary,,North Carolina–Wilmington,N
1966,7,5,bal,Dave,Mills,,DePaul,N
1966,7,6,Cin,Gary,Schull,,Florida State,N
1966,7,7,LAL,Tab,Jackson,JacksTa01,Idaho College,N
1966,7,8,Bos,Jerry,Ward,,Maryland,N
1966,7,9,Chi,John,Comeaux,ComeaJo01,Grambling,N
1966,8,1,NYK,Mike,Silliman,SilliMi01,Army,N
1966,8,2,Det,George,McNeil,,Southern Illinois,N
1966,8,3,SFW,Ken,Washington,,UCLA,N
1966,8,4,StL,Brian,Williams,,Xavier (OH),N
1966,8,5,bal,Roland,West,WestRo01 ,Cincinnati,N
1966,8,6,Cin,Ron,Krick,,Cincinnati,N
1966,8,7,LAL,John,Wetzel,WetzeJo01,Virginia Tech,N
1966,8,8,Bos,Russ,Gumina,,San Francisco,N
1966,8,9,Chi,Stan,Curtis,,Northern Michigan,N
1966,9,1,NYK,Bill,Turner,TurneBi01,Akron,N
1966,9,2,StL,Al,Grant,,Long Island,N
1966,9,3,bal,Chuck,Gardner,GardnCh01,Colorado,N
1966,9,4,Cin,Billy,Smith,,Loyola (IL),N
1966,9,5,LAL,Julian,Hammond,HammoJu01,Tulsa,N
1966,9,6,PHI,Pat,Caldwell,,Rockhurst,N
1966,9,7,Chi,Gene,Summers,,Northern Michigan,N
1966,10,1,NYK,Rich,Moore,,Hiram Scott,N
1966,10,2,StL,Don,Yates,,Minnesota,N
1966,10,3,bal,Guy,Manning,ManniGu01,Prairie View,N
1966,10,4,Cin,Freddie,Lewis,LewisFr01,Arizona State,N
1966,10,5,LAL,Mike,Rooney,,Oklahoma,N
1966,10,6,PHI,Bob,Bedell,BedelBo01,Stanford,N
1966,10,7,Chi,Don,Swanson,,DePaul,N
1966,11,1,NYK,Rich,Dyer,,New York University,N
1966,11,2,StL,Curt,Gammell,,Pacific Lutheran,N
1966,11,3,bal,Stan,McKenzie,McKenSt01,New York University,N
1966,11,4,Cin,RB,Lynam,LynamRB01,Oklahoma Baptist,N
1966,11,5,LAL,George,Grams,,Purdue,N
1966,11,6,Chi,Carver,Clinton,,Penn State,N
1966,12,1,NYK,Dave,Deutsch,DeutsDa01,Rochester,N
1966,12,2,StL,Lonnie,Lynn,LynnLo01 ,Wilberforce,N
1966,12,3,bal,Grant,Simmons,SimmoGr01,Nebraska,N
1966,13,1,NYK,Bob,Bennett,,North Carolina,N
1966,13,2,StL,Nick,Aloi,,Bowling Green,N
1966,13,3,bal,Al,Lopes,,Kansas,N
1966,14,1,StL,Ollie,Carter,,San Francisco,N
1966,14,2,bal,Jim,Harter,,Pan America,N
1966,15,1,StL,Paul,Long,LongPa01 ,Wake Forest,N
1966,15,2,bal,Howard,Bayne,BayneHo01,Tennessee,N
1966,16,1,StL,Eddie,Jackson,,Bradley,N
1966,16,2,bal,Ken,Barnes,,Wisconsin,N
1966,17,1,bal,Chris,Pervall,,Iowa,N
1966,18,1,bal,Jerry,Trice,,Weber State,N
1966,19,1,bal,Gene,Visscher,,Weber State,N
1967,0,0,ana,Darrell,Hardy,HardyDa01,Baylor,A
1967,0,0,ana,Bob,Krulish,,Pacific,A
1967,0,0,ana,Bob,Lewis,LewisBo01,North Carolina,A
1967,0,0,ana,Mike,Lynn,LynnMi01 ,UCLA,A
1967,0,0,ana,Tom,Workman,WorkmTo01,Seattle,A
1967,0,0,ana,Jim,Connolly,,Virginia,A
1967,0,0,ana,Denny,Holman,HolmaDe01,Southern Methodist,A
1967,0,0,ana,Edgar,Lacy,LacyEd01 ,UCLA,A
1967,0,0,ana,Les,Powell,,Utah State,A
1967,0,0,ana,Malcolm,Strong,,Seattle,A
1967,0,0,ana,Gary,Williams,,Oklahoma State,A
1967,0,0,ana,Mike,Wittman,,Miami (FL),A
1967,0,0,den,Walt,Frazier,FraziWa01,Southern Illinois,A
1967,0,0,den,Neville,Shedd,,Texas Western,A
1967,0,0,den,Bob,Rule,RuleBo01 ,Colorado State University,A
1967,0,0,den,Gary,Keller,KelleGa01,Florida,A
1967,0,0,den,Byron,Beck,BeckBy01 ,Denver,A
1967,0,0,den,Vaughn,Harper,,Syracuse,A
1967,0,0,den,Rick,Dean,,Syracuse,A
1967,0,0,den,Neil,Heskin,,Georgetown,A
1967,0,0,den,Dave,Lattin,LattiDa01,Texas Western,A
1967,0,0,den,John,Morrison,MorriJo01,Canisius,A
1967,0,0,den,Neil,Roberts,,Brigham Young,A
1967,0,0,den,Bill,Turner,TurneBi01,Akron,A
1967,0,0,DLC,Matt,Aitch,AitchMa01,Michigan State,A
1967,0,0,DLC,Jim,Burns,BurnsJi01,Northwestern,A
1967,0,0,DLC,Gary,Gray,GrayGa01 ,Oklahoma City,A
1967,0,0,DLC,Pat,Riley,RileyPa01,Kentucky,A
1967,0,0,DLC,Jamie,Thompson,,Wichita State,A
1967,0,0,DLC,Paul,Brateris,,Tennessee Wesleyan,A
1967,0,0,DLC,Jeff,Fitch,,East Texas State,A
1967,0,0,DLC,Ted,Manning,,North Carolina A&T,A
1967,0,0,DLC,Duane,Heckman,,Dickinson,A
1967,0,0,DLC,Gilbert,McDowell,,Tennessee Wesleyan,A
1967,0,0,DLC,Jerry,Southwood,,Vanderbilt,A
1967,0,0,DLC,Tom,Storm,,Montana State,A
1967,0,0,HMV,Bob,Benfield,,West Virginia,A
1967,0,0,HMV,Tony,Eatmon,,Pan-American,A
1967,0,0,HMV,Bob,Riedy,RiedyBo01,Duke,A
1967,0,0,HMV,Frank,Stronczek,,American International,A
1967,0,0,HMV,Keith,Swagerty,SwageKe01,Pacific,A
1967,0,0,HMV,Don,Carlos,,Otterbein,A
1967,0,0,HMV,Hal,Hale,HaleHa01 ,Utah State,A
1967,0,0,HMV,Guy,Manning,ManniGu01,Prairie View,A
1967,0,0,HMV,Jim,Monahan,,Notre Dame,A
1967,0,0,HMV,Mike,Nau,,Oregon State,A
1967,0,0,HMV,Jerry,Pettway,PettwJe01,Northwood Institute,A
1967,0,0,HMV,Dale,Schlueter,SchluDa01,Colorado State,A
1967,0,0,ind,Charles,Beasley,BeaslCh01,Southern Methodist,A
1967,0,0,ind,Jim,Dawson,DawsoJa01,Illinois,A
1967,0,0,ind,Craig,Dill,DillCr01 ,Michigan,A
1967,0,0,ind,Bob,Netolicky,NetolBo01,Drake,A
1967,0,0,ind,Jim,Walker,WalkeJi01,Providence,A
1967,0,0,ind,Frank,Gaidjunes,,Villanova,A
1967,0,0,ind,Jerry,Jones,,Iowa,A
1967,0,0,ind,Ron,Kozlicki,KozliRo01,Northwestern,A
1967,0,0,ind,Hubie,Marshall,,LaSalle,A
1967,0,0,ind,Ed,McKee,,Rockburst,A
1967,0,0,ind,Bill,Russell,,Indiana,A
1967,0,0,ind,Gene,Washington,,Michigan State,A
1967,0,0,KEN,Louie,Dampier,DampiLo01,Kentucky,A
1967,0,0,KEN,Clem,Haskins,HaskiCl01,Western Kentucky,A
1967,0,0,KEN,Dwight,Smith,,Western Kentucky,A
1967,0,0,KEN,Willie,Wolters,,Boston College,A
1967,0,0,KEN,Bob,Verga,,Duke,A
1967,0,0,KEN,Earl,Beecham,,Midwestern University,A
1967,0,0,KEN,Mel,Cox,,Central Washington,A
1967,0,0,KEN,Ken,Gibbs,,Vanderbilt,A
1967,0,0,KEN,Pres,Judy,,Georgia Tech,A
1967,0,0,KEN,Gwendell,MacSwain,,Valdosta State,A
1967,0,0,KEN,Randy,Mahaffey,MahafRa01,Clemson,A
1967,0,0,KEN,John,Smith,,Kent State,A
1967,0,0,mnm,Mel,Daniels,DanieMe01,New Mexico,A
1967,0,0,mnm,Phil,Jackson,JacksPh01,North Dakota,A
1967,0,0,mnm,Bob,Lloyd,LloydBo01,Rutgers,A
1967,0,0,mnm,Tim,Powers,,Creighton,A
1967,0,0,mnm,Sam,Smith,SmithSa01,Kentucky Western,A
1967,0,0,mnm,Al,Clark,,Eastern Kentucky,A
1967,0,0,mnm,Gary,Gregor,GregoGa01,South Carolina,A
1967,0,0,mnm,Erv,Inniger,,Indiana,A
1967,0,0,mnm,Rich,Jones,JonesRi01,Illinois,A
1967,0,0,mnm,Lindberg,Moody,,South Carolina State,A
1967,0,0,mnm,Errol,Palmer,PalmeEr01,DePaul,A
1967,0,0,mnm,Ron,Perry,PerryRo01,Virginia Poly Institute,A
1967,0,0,NJA,Sonny,Dove,DoveSo01 ,St. John's,A
1967,0,0,NJA,Mal,Graham,GrahaMa01,New York University,A
1967,0,0,NJA,George,Stone,StoneGe01,Marshall,A
1967,0,0,NJA,Dick,Pruett,,Jacksonville,A
1967,0,0,NJA,Bob,Wolf,,Marquette,A
1967,0,0,NJA,Tim,Edwards,,Amherst,A
1967,0,0,NJA,Dan,Hansard,,St. Thomas (MN),A
1967,0,0,NJA,Frank,Holloendoner,,Georgetown,A
1967,0,0,NJA,Harry,Laurie,LauriHa01,St. Peters (NJ),A
1967,0,0,nob,Robert,Allen,,Arkansas AM&N,A
1967,0,0,nob,John,Dickson,DicksJo01,Arkansas State,A
1967,0,0,nob,James,Jones,JonesJi01,Grambling,A
1967,0,0,nob,Paul,Long,LongPa01 ,Wake Forest,A
1967,0,0,nob,Ron,Widby,WidbyRo01,Tennessee.,A
1967,0,0,nob,Al,Andrews,,Tulane,A
1967,0,0,nob,George,Carter,CarteGe01,St. Bonaventure,A
1967,0,0,nob,Carl,Head,,West Virginia,A
1967,0,0,nob,Allan,Parris,,Utah,A
1967,0,0,nob,Jeff,Ramsey,,Florida,A
1967,0,0,nob,Bob,Seagren,,Southern California,A
1967,0,0,nob,Dexter,Westbrook,WestbDe01,Providence,A
1967,0,0,OAK,Wes,Bialosuknia,BialoWe01,Connecticut,A
1967,0,0,OAK,Gordy,Harris,,Washington,A
1967,0,0,OAK,Richie,Moore,MooreRi01,Hiram Scott,A
1967,0,0,OAK,Al,Salvadori,SalvaAl01,South Carolina,A
1967,0,0,OAK,Al,Tucker,TuckeAl01,Oklahoma Baptist,A
1967,0,0,OAK,Art,Allen,,Bethune-Cookman,A
1967,0,0,OAK,Nate,Branch,,Nebraska,A
1967,0,0,OAK,Mike,Davis,DavisMi01,Virginia Union,A
1967,0,0,OAK,Dave,Fox,,Pacific,A
1967,0,0,OAK,Ron,Franz,FranzRo01,Kansas,A
1967,0,0,OAK,Bill,Morgan,,New Mexico,A
1967,0,0,OAK,Marlbert,Pradd,PraddMa01,Dillard,A
1967,0,0,ptp,Cliff,Anderson,AnderCl01,St. Joseph's (PA),A
1967,0,0,ptp,Barry,Liebowitz,LieboBa01,Long Island,A
1967,0,0,ptp,Earl,Monroe,MonroEa01,Winston-Salem,A
1967,0,0,ptp,Craig,Raymond,RaymoCr01,Brigham Young,A
1967,0,0,ptp,Tom,Washington,WashiTr01,Cheyney State,A
1967,0,0,ptp,Frank,Card,CardFr01 ,North Carolina A&T,A
1967,0,0,ptp,Ron,Coleman,,Missouri,A
1967,0,0,ptp,Chris,Kefalos,,Temple,A
1967,0,0,ptp,Mike,Riordan,RiordMi01,Providence,A
1967,0,0,ptp,John,Schroeder,,Ohio University,A
1967,0,0,ptp,Steve,Sullivan,,Georgetown,A
1967,0,0,ptp,Jim,Southerland,,Clemson,A
1967,1,1,Det,Jimmy,Walker,WalkeJi01,Providence,N
1967,1,2,bal,Earl,Monroe,MonroEa01,Winston-Salem,N
1967,1,3,Chi,Clem,Haskins,HaskiCl01,Western Kentucky,N
1967,1,4,Det,Sonny,Dove,DoveSo01 ,St. John's,N
1967,1,5,NYK,Walt,Frazier,FraziWa01,Southern Illinois,N
1967,1,6,Sea,Al,Tucker,TuckeAl01,Oklahoma Baptist,N
1967,1,7,SDR,Pat,Riley,RileyPa01,Kentucky,N
1967,1,8,StL,Tom,Workman,WorkmTo01,Seattle,N
1967,1,9,Cin,Mel,Daniels,DanieMe01,New Mexico,N
1967,1,10,SFW,Dave,Lattin,LattiDa01,TexasûEl Paso,N
1967,1,11,Bos,Mal,Graham,GrahaMa01,New York University,N
1967,1,12,PHI,Craig,Raymond,RaymoCr01,Brigham Young,N
1967,2,1,bal,James,Jones,JonesJi01,Grambling,N
1967,2,2,Det,Steve,Sullivan,,Georgetown,N
1967,2,3,Chi,Byron,Beck,BeckBy01 ,Denver,N
1967,2,4,LAL,Randy,Mahaffey,MahafRa01,Clemson,N
1967,2,5,NYK,Phil,Jackson,JacksPh01,North Dakota,N
1967,2,6,SDR,Bob,Netolicky,,Drake,N
1967,2,7,Sea,Bob,Rule,RuleBo01 ,Colorado State,N
1967,3,1,bal,Malikin,Strong,,Seattle,N
1967,3,2,Det,Darrell,Hardy,HardyDa01,Baylor,N
1967,3,3,Chi,John,Dickson,DicksJo01,Arkansas State,N
1967,3,4,LAL,Dwight,Smith,,Western Kentucky,N
1967,3,5,NYK,Gary,Gregor,,South Carolina,N
1967,3,6,StL,Bob,Verga,VergaBo01,Duke,N
1967,3,7,Cin,Gary,Gray,GrayGa01 ,Oklahoma City,N
1967,3,8,SFW,Bill,Turner,TurneBi01,Akron,N
1967,3,9,Cin,Sam,Smith,SmithSa01,Kentucky Wesleyan,N
1967,3,10,SDR,Richie,Moore,MooreRi01,Hiram Scott,N
1967,3,11,Sea,Sam,Singleton,,Omaha,N
1967,3,12,SDR,Nick,Jones,,Oregon,N
1967,4,1,bal,Al,Salvadori,SalvaAl01,South Carolina,N
1967,4,2,Det,Ron,Franz,FranzRo01,Kansas,N
1967,4,3,Chi,Jim,Burns,BurnsJi01,Northwestern,N
1967,4,4,LAL,Cliff,Anderson,AnderCl01,St. Joseph's,N
1967,4,5,NYK,Keith,Swagerty,SwageKe01,Pacific,N
1967,4,6,StL,Wes,Bialosuknia,,Connecticut,N
1967,4,7,Cin,Lou,Dampier,DampiLo01,Kentucky,N
1967,4,8,SFW,Bob,Lewis,LewisBo01,North Carolina,N
1967,4,9,Bos,Neville,Shedd,,Texas Western,N
1967,4,10,SDR,Ron,Kozlicki,KozliRo01,Northwestern,N
1967,4,11,SDR,Craig,Dill,DillCr01 ,Michigan,N
1967,4,12,Sea,Larry,Bunce,BunceLa01,Utah State,N
1967,5,1,bal,Dexter,Westbrook,WestbDe01,Providence,N
1967,5,2,Det,Paul,Long,LongPa01 ,Wake Forest,N
1967,5,3,Chi,Dick,Pruet,,Jacksonville,N
1967,5,4,LAL,Joe,Allen,,Bradley,N
1967,5,5,NYK,Barry,Leibowitz,,Long Island,N
1967,5,6,StL,Mike,Wittman,,Miami (FL),N
1967,5,7,Cin,Tom,Washington,WashiTr01,Cheyney State,N
1967,5,8,SFW,Mike,Lynn,LynnMi01 ,UCLA,N
1967,5,9,Bos,Mike,Redd,,Kentucky Wesleyan,N
1967,5,10,PHI,James,Reid,ReidJi01 ,Winston-Salem,N
1967,5,11,Sea,Plummer,Lott,LottPl01 ,Seattle,N
1967,5,12,SDR,Herb,McPherson,,Murray State,N
1967,6,1,bal,Bob,Reidy,,Duke,N
1967,6,1,bal,Ed,Manning,ManniEd01,VPI,N
1967,6,2,Det,Vaughn,Harper,,Syracuse,N
1967,6,2,Det,George,Carter,CarteGe01,Rutgers,N
1967,6,3,Chi,Mal,Pradd,,Dillard,N
1967,6,3,Chi,Leon,Simon,,Marquette,N
1967,6,4,LAL,Gary,Keller,KelleGa01,Florida,N
1967,6,4,LAL,Don,Carlos,CarloDo01,Wichita State,N
1967,6,5,NYK,Bob,Benfield,,West Virginia,N
1967,6,5,NYK,Gil,Radday,,Indiana State,N
1967,6,6,StL,John,Morrison,MorriJo01,Canisius,N
1967,6,6,StL,Arvesta,Kelly,KellyAr01,Bethune-Cookman,N
1967,6,7,Cin,Frank,Stronczek,,American International,N
1967,6,7,Cin,Frank,Holloendoner,,Southern Methodist,N
1967,6,8,SFW,Dale,Schlueter,SchluDa01,Colorado State,N
1967,6,8,SFW,Bob,Krulish,,Colorado State,N
1967,6,9,Bos,Ed,Hummer,,Princeton,N
1967,6,9,Bos,Andy,Anderson,,Canisius,N
1967,6,10,PHI,Tim,Powers,,Creighton,N
1967,6,10,PHI,Jim,Conley,,South Carolina State,N
1967,6,11,SDR,Robert,Cole,,St. Louis,N
1967,6,11,SDR,Al,Grundy,,Santa Barbara,N
1967,6,12,Sea,Gordon,Harris,,Washington,N
1967,6,12,Sea,Willie,Wolters,,Nevade Southern,N
1967,7,1,bal,Ron,Perry,PerryRo01,Jackson State Teachers,N
1967,7,2,Det,Bob,Lloyd,LloydBo01,St. Bonaventure,N
1967,7,3,Chi,Bob,Wolf,,Santa Fe,N
1967,7,4,LAL,Jamie,Thompson,,Otterbeing,N
1967,7,5,NYK,Butch,Wade,,St. Francis,N
1967,7,6,StL,Carl,Fuller,FulleCa01,Lincoln (MO),N
1967,7,7,Cin,Charles,Beasley,BeaslCh01,Georgetown,N
1967,7,8,SFW,Sonny,Bustion,,Pacific,N
1967,7,9,Bos,Edgar,Lacy,LacyEd01 ,UCLA,N
1967,7,10,PHI,Frank,Card,CardFr01 ,Virginia,N
1967,7,11,Sea,Dick,Kolbert,,St. Joseph's,N
1967,7,12,SDR,Elbert,Miller,,Boston College,N
1967,9,1,bal,Robert,Allen,,Arkansas A&M,N
1967,9,2,Chi,Ernie,Laurent,,Albuquerque,N
1967,9,3,LAL,Jay,McMillon,,Maryland,N
1967,9,4,NYK,Ray,Smith,,Kansas State,N
1967,9,5,StL,Ed,Biedenbach,BiedeEd01,North Carolina State,N
1967,9,6,Cin,Ron,Sepic,,Ohio State,N
1967,9,7,SFW,Richard,Dean,,Syracuse,N
1967,9,8,Bos,Henry,Brown,,Lowell Tech,N
1967,9,9,PHI,Ron,Filipek,,Tennessee Tech,N
1967,9,10,Sea,Rod,McDonald,McDonRo01,Whitworth,N
1967,9,11,SDR,Ron,Coleman,,Missouri,N
1967,10,1,bal,Bill,Gillespie,,Montana State,N
1967,10,2,Chi,Jim,Boshart,,Wake Forest,N
1967,10,3,LAL,Don,Kruze,,Houston,N
1967,10,4,NYK,Bruce,Kaplan,,New York University,N
1967,10,5,StL,Rich,Falkenbrush,,St. Michael's (VT),N
1967,10,6,Cin,Willie,Davis,DAVISWI01,North Texas State,N
1967,10,7,SFW,Joe,Galbo,,San Francisco State,N
1967,10,8,Bos,Rick,Weitzman,WeitzRi01,Northeastern,N
1967,10,9,PHI,Butch,Ervin,,Niagara,N
1967,10,10,SDR,John,Duncan,,Murray State,N
1967,10,11,Sea,Gary,Lechman,,Gonzaga,N
1967,11,1,bal,Bubba,Smith,,Michigan State,N
1967,11,2,Chi,Jim,Andros,,New Haven,N
1967,11,3,LAL,Nick,Pino,,Kansas State,N
1967,11,4,NYK,Mark,Merkin,,North Carolina,N
1967,11,5,Cin,Ken,Callaway,,Cincinnati,N
1967,11,6,SFW,Bill,Morgan,,New Mexico,N
1967,11,7,Bos,Joe,Harrington,,Maryland,N
1967,11,8,PHI,Ted,Campbell,,North Carolina A&T,N
1967,11,9,Sea,Randy,Matson,,Texas A&M,N
1967,11,10,SDR,Al,Razutis,,California Western,N
1967,12,1,bal,Tony,Eaton,,Pan American,N
1967,12,2,Det,George,Dalzell,,Colgate College,N
1967,12,3,Chi,Ron,Widby,WidbyRo01,Tennessee,N
1967,12,4,LAL,Ben,Monroe,,New Mexico,N
1967,12,5,NYK,Mike,Riordan,RiordMi01,Providence,N
1967,12,6,Cin,Frank,Gaidjunas,,Villanova,N
1967,12,7,SFW,David,Fox,,Pacific,N
1967,12,8,PHI,Hubie,Marshall,,La Salle,N
1967,12,9,SDR,Martin,Navia,,New Mexico Highlands,N
1967,12,10,Sea,Rubin,Russell,RusseRu01,North Texas State,N
1967,13,1,bal,Lyn,Burkholder,,South Carolina,N
1967,13,2,Det,Matthew,Aitch,AitchMa01,Michigan State,N
1967,13,3,Chi,Tom,Storm,,Montana State,N
1967,13,4,LAL,Gary,Jones,,Iowa,N
1967,13,5,Cin,John,Moates,,Richmond,N
1967,13,6,PHI,George,Mack,,North Carolina A&T,N
1967,13,7,Sea,John,Schroeder,,Ohio,N
1967,13,8,SDR,Bob,Chlupsa,,Manhattan,N
1967,14,1,bal,Paul,Mickey,,Penn State,N
1967,14,2,Chi,Don,Whitehead,,Erskine,N
1967,14,3,Cin,Jerry,Pettway,PettwJe01,Northwood Institute,N
1967,14,4,PHI,Wayne,Brabender,,MinnesotaûMorris,N
1967,14,5,SDR,John,Tolbert,,South Carolina A&T,N
1967,14,6,Sea,Jim,Sutherland,,Wake Forest,N
1967,15,1,bal,Rich,Peek,PeekRi01 ,Louisiana Tech,N
1967,15,7,Chi,Jim,Garza,,Detroit Tech,N
1967,15,8,Cin,Earl,Beechum,,Midwestern,N
1967,15,9,PHI,Sherman,Dillard,,Tulsa,N
1967,15,10,Sea,Willie,Campbell,,Nebraska,N
1967,16,1,bal,Gary,Williams,,Oklahoma,N
1967,16,2,Chi,Jim,Dawson,DawsoJa01,Illinois,N
1967,16,3,Cin,John,Vermelyea,,Momingside,N
1967,16,4,PHI,Wayne,Chapman,ChapmWa01,Western Kentucky,N
1967,17,1,bal,Loy,Peterson,,Oregon State,N
1967,17,2,Cin,Darryll,Meachem,,Edinboro State,N
1967,17,3,PHI,Gary,Paulk,,Oklahoma State,N
1967,18,1,bal,Jerry,Southwood,,Vanderbilt,N
1967,19,1,bal,George,Spencer,,Washington,N
1967,20,1,bal,Roland,West,WestRo01 ,Cincinnati,N
1968,0,0,DEN,Tom,Boerwinkle,BoerwTo01,Tennessee,A
1968,0,0,DEN,Walt,Piatkowski,PiatkWa01,Bowling Green,A
1968,0,0,DEN,Bill,Hewitt,HewitBi01,Southern California,A
1968,0,0,DEN,Hal,Booker,BookeBu01,Cheyney State,A
1968,0,0,DEN,Harry,Hollines,,Denver,A
1968,0,0,DEN,Charley,Parks,ParksCh01,Idaho State,A
1968,0,0,DEN,Vernon,Payne,,Indiana,A
1968,0,0,DEN,Willie,Rodgers,,Oklahoma,A
1968,0,0,DEN,Glynn,Saulters,SaultGl01,Northeast Louisiana,A
1968,0,0,DEN,Ken,Hall,,Westminster (Utah),A
1968,0,0,DEN,Melvin,Jones,,Albany (GA) State,A
1968,0,0,DEN,Julius,Keye,KeyeJu01 ,Alcorn A&M,A
1968,0,0,DEN,Mickey,Smith,,Memphis State,A
